value,filename
"offenses are alleged to have been committed, and the",91570_0.txt
law provides ample punishment for any crime of which,91570_0.txt
they might have been convicted. Under such circumstances,91570_0.txt
the action of the lynchers was a far worse,91570_0.txt
offense than anything which the victims were,91570_0.txt
accused or suspected. of,91570_0.txt
The most portentous fact. about the evil is the frequency,91570_0.txt
with which it is being resorted to. It is no,91570_0.txt
longer confined to any particular section of the country,91570_0.txt
", or for the punishment of any especially abominable",91570_0.txt
crime. It has occurred not only in sparsely settled,91570_0.txt
"and backward localities, but in some of the most populous",91570_0.txt
and advanced States in the Union. It has been,91570_0.txt
"committed for nearly all kinds of suspected offenses,",91570_0.txt
and in the Modoc case it appears the victims of the,91570_0.txt
mob were accused of nothing worse than petty theft.,91570_0.txt
"This tendency of mobs to violate the law, ignore justice",91570_0.txt
", trample upon every dictate of right and reason,",91570_0.txt
and inflict death and not infrequently torture upon,91570_0.txt
"persons who are merely suspected of crime, is an",91570_0.txt
actual menace to society. It calls for the most earnest,91570_0.txt
and vigorous efforts on the part of the authorities to,91570_0.txt
stop it by measures before it becomes even,91570_0.txt
more appalling drastic and more menacing than at present.,91570_0.txt
MODOC LYNCHING THE.,91570_0.txt
OR the welfare of California as well as for the,91570_0.txt
"F maintenance of our laws, the perpetrators of the",91570_0.txt
lynching outrage in Modoc County should be,91570_0.txt
brought to the bar of justice to answer for the crime.,91570_0.txt
Murder committed under the name of lynch law has,91570_0.txt
now become so frequent in the United States that it,91570_0.txt
"can be no longer palliated or excused. In the old days,",91570_0.txt
when there were vast border districts where governments,91570_0.txt
"had not been organized, and when lynch law",91570_0.txt
.,91570_0.txt
"was carried out with something of rude justice, it was",91570_0.txt
tolerated as a sort of necessary evil; but those times,91570_0.txt
have long passed away and their conditions have,91570_0.txt
with them At the,91570_0.txt
passed time there is,91570_0.txt
. present no,91570_0.txt
"justification whatever for such offenses, and they have",91570_0.txt
now become nothing nor less than crimes which,91570_0.txt
"should be punished by more the severest penalties,",91570_0.txt
Suesser says that one night when his,91571_0.txt
sister was in church at Salinas one of the,91571_0.txt
Farleys sat behind her and put his hands,91571_0.txt
on her shoulder. His action was suspicious,91571_0.txt
", and a person seated next to Far-",91571_0.txt
ley made him desist. Suesser claims that,91571_0.txt
Farley then told that person that he had,91571_0.txt
""" a notion to kill the girl right here.""",91571_0.txt
The prisoner says that had he remained,91571_0.txt
in Salinas last night he would surely have,91571_0.txt
been lynched. Thomas Farley told Keefe,91571_0.txt
after their arrival here that a mob had,91571_0.txt
been organized. Farley had served as a,91571_0.txt
deputy sheriff and knew the jail thoroughly,91571_0.txt
", and Suesser declares Farley could",91571_0.txt
have opened the combination door and let,91571_0.txt
the avengers in.,91571_0.txt
"Suesser has not yet engaged counsel,",91571_0.txt
but he says he will put up a hard fight for,91571_0.txt
his life. Since he was previously brought,91571_0.txt
"here to escape lynching, at the time of the",91571_0.txt
murder Suesser has grown thin and lost,91571_0.txt
"his braggadocio, spirit.",91571_0.txt
Suesser was seen at the County Jail today,91571_0.txt
and affirmed the story that Sheriff,91571_0.txt
Keefe had received information that a,91571_0.txt
mob from Gonzales intended to lynch,91571_0.txt
him last night. He is not only afraid that,91571_0.txt
"some of the Farleys may kill him, but",91571_0.txt
said that a short time ago one of the,91571_0.txt
Farleys had made a threat against his,91571_0.txt
sister while she was in church. He denounces,91571_0.txt
Thomas Farley as a coward for,91571_0.txt
attacking him on a train when he was in,91571_0.txt
the custody of an officer and handcuffed.,91571_0.txt
Suesser says he asked Sheriff Keefe last,91571_0.txt
evening on the train to loosen his hands,91571_0.txt
"so he could defend himself, and he intimated",91571_0.txt
he would have settled with,91571_0.txt
then and there. Farley,91571_0.txt
"SAN JOSE, July 2.- George Suesser, the",91571_0.txt
murderer of Sheriff Farley of Monterey,91571_0.txt
"County, who is to be given a second trial",91571_0.txt
"in this county, will have to wait a couple",91571_0.txt
"months, as the courts are just now entering",91571_0.txt
of on their summer vacation.,91571_0.txt
Call. The Dispatch to Special,91571_0.txt
Thomas Farley Admits That,91571_0.txt
Citizens Had,91571_0.txt
Gonzales Organized.,91571_0.txt
Believes Sheriff Keefe's,91571_0.txt
Saved His,91571_0.txt
Action Life.,91571_0.txt
VENGEANCE MOB,91571_0.txt
SUESSER FEARS,91571_0.txt
The Call. Special Dispatch to,91572_0.txt
"ALTURAS, July 3.- Out of the lynching",91572_0.txt
"of old Calvin Hall, his three sons and",91572_0.txt
Daniel Yantis at Lookout there have devolved,91572_0.txt
feuds and bitter quarrels that,91572_0.txt
threaten te involve the people of Modoc,91572_0.txt
County for years to come. One of the,91572_0.txt
most sensational incidents resulting from,91572_0.txt
"the lynching occurred to- day, when Superior",91572_0.txt
Judge Harrington gave Attorneys,91572_0.txt
J. E. Raker and G. F. Harris the alternative,91572_0.txt
of paying fines of$ 500 each or serving,91572_0.txt
five days in the County Jail for contempt,91572_0.txt
of court. In all probability the,91572_0.txt
two will serve time rather than pay,91572_0.txt
heavy fines. the,91572_0.txt
Raker and Harris appeared before,91572_0.txt
Judge Harrington to- day and applied for,91572_0.txt
a writ of habeas corpus in the cases of,91572_0.txt
"R. H. Leventon, Isom Eades and J. W.",91572_0.txt
"Brown, who are under indictment for",91572_0.txt
having led the mob that lynched the,91572_0.txt
Halls. They asked that the defendants,91572_0.txt
"be released, alleging that Judge Harring-",91572_0.txt
ton and District Attorney Bonner had,91572_0.txt
given Witness Colburn money to remain,91572_0.txt
in Alturas and testify against the defendants,91572_0.txt
; that when Colburn became,91572_0.txt
frightened and started to leave town the,91572_0.txt
District Attorney had him placed in,91572_0.txt
for safe keeping. jail,91572_0.txt
Judge Harrington became furious over,91572_0.txt
the contents of this application for a writ,91572_0.txt
of habeas and after a terrific,91572_0.txt
"corpus,",91572_0.txt
tongue lashing he pronounced sentence,91572_0.txt
upon the attorneys for contempt of court.,91572_0.txt
The Judge gave them July 5 to pay,91572_0.txt
the money or go to jail until.,91572_0.txt
"The attorneys for Leventon, Eades&",91572_0.txt
"Brown, on Monday applied to the court",91572_0.txt
to learn who sent certain telegrams to,91572_0.txt
the newspapers in regard to indictments,91572_0.txt
being found against the prisoners by the,91572_0.txt
Grand Jury. It seems that the prisoners,91572_0.txt
under arrest have not been shown the indictments,91572_0.txt
against them and have not,91572_0.txt
been informed officially of the charge under,91572_0.txt
"which they were arrested, so they",91572_0.txt
are standing upon the constitutional provision,91572_0.txt
that it is unlawful to detain a man,91572_0.txt
in prison without informing him of the,91572_0.txt
"charge against him. They claim that,",91572_0.txt
while they are kept in ignorance of the,91572_0.txt
"charge, the newspapers are informed of",91572_0.txt
secret proceedings of the Grand Jury,91572_0.txt
the and the court.,91572_0.txt
Judge Harrington Imposes a,91572_0.txt
Fine or a Term,91572_0.txt
Heavy in Prison.,91572_0.txt
Attorneys for Lynchers,91572_0.txt
Are Adjudged,91572_0.txt
Contempt. in,91572_0.txt
MODOC LAWYERS,91572_0.txt
COURT PUNISHES,91572_0.txt
TO ESCAPE A LYNCHING,91573_0.txt
NEGRO KILLS TWO MEN,91573_0.txt
Attempting ly for to Over-,91573_0.txt
West Virginia Mob Has to Pay Dear-,91573_0.txt
ride Law.,91573_0.txt
"PANTHER, W. Va., June 28.- The at-",91573_0.txt
tempt of a mob to lynch a negro at Jager,91573_0.txt
to- day resulted in the killing of two of,91573_0.txt
"the would- be lynchers. The negro, Peter",91573_0.txt
"Price, was accused of insulting a white",91573_0.txt
woman. He was pursued by a crowd of,91573_0.txt
men and sought refuge in a small room,91573_0.txt
in the rear of a saloon. The mob battered,91573_0.txt
"down the door, and as they entered the",91573_0.txt
room Price threw himself at' them with,91573_0.txt
the ferocity of a tiger with a knife in,91573_0.txt
each hand. In cutting his,91573_0.txt
way out he,91573_0.txt
killed George Hooks and F. M. McGran,91573_0.txt
and seriously cut Charles Davis.,91573_0.txt
As Price struck down these men the others,91573_0.txt
fell back and the negro made his escape,91573_0.txt
through an open window. Price was,91573_0.txt
pursued and captured by officers. who,91573_0.txt
hurriedly sent him to the jail at Welch.,91573_0.txt
Hooks and MeGran were both well known,91573_0.txt
citizens.-,91573_0.txt
"Mrs. Perry Summers, the woman whose",91574_0.txt
evidence was largely instrumental in,91574_0.txt
causing the indictment of the alleged,91574_0.txt
"lynchers, has been afraid to return to her",91574_0.txt
home in Lookout and is still in Alturas.,91574_0.txt
She fears that the friends of the lynchers,91574_0.txt
will wreak vengeance upon her should she,91574_0.txt
go back to the scene of the tragedy. Judge,91574_0.txt
Harrington has promised that she will be,91574_0.txt
protected while she remains in Alturas.,91574_0.txt
There have been no additional arrests of,91574_0.txt
alleged lynchers since the incarceration,91574_0.txt
"of Robert Leventon, James Brown and",91574_0.txt
"Isom Eades, and it does not appear likely",91574_0.txt
that there will be. The sympathy of the,91574_0.txt
"Lookout country is with the prisoners,",91574_0.txt
and a formidable array of legal talent has,91574_0.txt
been engaged in their defense. Judge Har-,91574_0.txt
rington has telegraphed to Governor Gage,91574_0.txt
to send some good attorney to assist District,91574_0.txt
Attorney Bonner in the prosecution.,91574_0.txt
The case will be hard fought on both,91574_0.txt
sides. The prisoners will soon have their,91574_0.txt
"hearing, at which time the date of their",91574_0.txt
trial will be set.,91574_0.txt
The prisoners are conducting themselves,91574_0.txt
coolly and apparently do not fear the outcome,91574_0.txt
. Their friends have already begun,91574_0.txt
"to frame a defense, and it is likely there",91574_0.txt
"will be some"" tall swearing"" done in court",91574_0.txt
when the cases are called. Lookout,91574_0.txt
zens visit the prisoners every day. citi-,91574_0.txt
"ALTURAS, June 25.- Superior Judge",91574_0.txt
"Harrington and District Attorney Bonner,",91574_0.txt
whose fearless attitude has resulted in,91574_0.txt
placing behind prison bars three men who,91574_0.txt
are accused of having been leaders of the,91574_0.txt
"mob that hanged Calvin Hall, his three",91574_0.txt
"sons and Daniel Yantis near Lookout, have",91574_0.txt
again stepped in to prevent the defeat of,91574_0.txt
"Justice. A. C. Calburn, a young man who,",91574_0.txt
"before the Grand Jury, gave damaging",91574_0.txt
"testimony, against the prisoners, has since",91574_0.txt
then been threatened that it were better,91574_0.txt
for him if he should depart from this,91574_0.txt
"district. Calburn, fearing an attempt upon",91574_0.txt
"his life, closed up his affairs here and was",91574_0.txt
preparing to leave when the court officials,91574_0.txt
heard of his plans. District Attorney,91574_0.txt
Bonner at once ordered that he be,91574_0.txt
detained in the County Jail as a witness.,91574_0.txt
"Calburn, through his attorney, applied for",91574_0.txt
"a writ of habeas, but it was refused",91574_0.txt
by Judge Harrington corpus.,91574_0.txt
Thwart His Plan to Flee From,91574_0.txt
the Vengeance of,91574_0.txt
Lynchers,91574_0.txt
Special Dispatch to The. Call.,91574_0.txt
OF A WITNESS,91574_0.txt
CHECK FLIGHT,91574_0.txt
Modoc Court Officials,91574_0.txt
Order Young,91574_0.txt
to Prison Calburn.,91574_0.txt
"ALTURAS, June 21.- There is a feeling",91575_0.txt
"of terror in Lookout, a sense of foreboding",91575_0.txt
that the clutch of the law is upon the,91575_0.txt
ringleaders of the mob that lynched Cal-,91575_0.txt
"vin Hall, his three sons and Dan Yantis.",91575_0.txt
Already three men are in the jail here and,91575_0.txt
the officers are looking for others with,91575_0.txt
what seems to be a pretty good chance of,91575_0.txt
getting them.,91575_0.txt
The investigation made by the Grand,91575_0.txt
"Jury of Modoc County is bearing fruit,",91575_0.txt
and the shadow of the gallows stretches,91575_0.txt
wider and darker over the isolated little,91575_0.txt
village from which the five men were,91575_0.txt
taken at night and sent to their death,91575_0.txt
without even so much as a moment for,91575_0.txt
undisturbed prayer.,91575_0.txt
The men in the jail are Robert Leven-,91575_0.txt
"ton, J. W. Brown and Isom Eades. These",91575_0.txt
persons were indicted by the Grand Jury,91575_0.txt
and a charge of murder has been written,91575_0.txt
after the name of each. They are accused,91575_0.txt
of having been ringleaders of the,91575_0.txt
mob and to have had a chief part in the,91575_0.txt
lynching of the young son of Calvin Hall.,91575_0.txt
An offer of bail was refused. For several,91575_0.txt
days Leventon has been seriously ill and,91575_0.txt
he was barely able to come here at the,91575_0.txt
Sheriff's behest.,91575_0.txt
It is said by officials that there is proof,91575_0.txt
that not more than twelve or fifteen men,91575_0.txt
composed mob. all probability,91575_0.txt
the,91575_0.txt
In,91575_0.txt
every man will be apprehended.,91575_0.txt
Judge,91575_0.txt
Harrington is using all possible means to,91575_0.txt
uncover the crime and says he thinks the,91575_0.txt
officers are in possession of evidence that,91575_0.txt
will convict more than the three men who,91575_0.txt
are now in custody. The men arrested,91575_0.txt
made no resistance and came willingly.,91575_0.txt
They proclaimed their innocence and say,91575_0.txt
they are ignorant of everything,91575_0.txt
ing to the affair. pertain-,91575_0.txt
Men in Jail at Alturas Say,91575_0.txt
They Know Nothing of,91575_0.txt
the Crime,91575_0.txt
Special Dispatch to The. Call.,91575_0.txt
First Arrests Cause Terror,91575_0.txt
in the,91575_0.txt
Region Modoc.,91575_0.txt
FEAR THE LAW,91575_0.txt
LYNCHERS NOW,91575_0.txt
"PALOUSE, Wash., June 21.- Ole John-",91575_1.txt
"old youth, who was",91575_1.txt
"son, a 19- year- released",91575_1.txt
"from the Reform School last fall,",91575_1.txt
is in the city jail here heavily guarded,91575_1.txt
to prevent lynching. He is charged with,91575_1.txt
assaulting the 17- year- old daughter of F.,91575_1.txt
"Tweitmeyer, a farmer living about a mile",91575_1.txt
"from town. The girl, who is in a critical",91575_1.txt
"condition, has positively identified her as-",91575_1.txt
and should she die it is very probable,91575_1.txt
sailant that Johnson will be lynched.,91575_1.txt
Young Man Attacks Daughter of a,91575_1.txt
Farmer and Is,91575_1.txt
Washington in Danger.,91575_1.txt
FRIENDS GIRL'S BY A,91575_1.txt
BOY MAY BE LYNCHED,91575_1.txt
Negro Murderer Lynched.,91577_0.txt
"ELKINS, W. Va., July 22.- William",91577_0.txt
"Brooks, a negro, was lynched to- night,",91577_0.txt
being hanged from the limb of a tree in,91577_0.txt
the city park. Brooks shot and fatally,91577_0.txt
wounded Chief of Police,91577_0.txt
"Lilly, who",91577_0.txt
sought arrest him for creating a disturbance,91577_0.txt
to.,91577_0.txt
LYNCHING OF A FIEND.,91578_0.txt
of a Mob for Braining a,91578_0.txt
Pays the Penalty at the Hands,91578_0.txt
Little Child.,91578_0.txt
Had Quarreled With His Employer,91578_0.txt
and Sought to,91578_0.txt
Accounts. Square,91578_0.txt
"WINONA, MINN., Oct. 28.- A rumor has",91578_0.txt
".reached here that Palmer, the North Bend",91578_0.txt
"murderer, has been lynched. It is stated",91578_0.txt
that the officers started with the man,91578_0.txt
"from North Bend for Black River Falls,",91578_0.txt
but that they were overtaken by a mob of,91578_0.txt
"twenty determined men, who tied a rope",91578_0.txt
about the murderer's neck and hanged,91578_0.txt
him from a railway bridge.,91578_0.txt
"Palmer, a young tellow of 18 years,",91578_0.txt
"lived, with a farmer named Marshall, a",91578_0.txt
-mile and a half from North Bend. He,91578_0.txt
quarreled with his employer and squared,91578_0.txt
accounts in a manner most diabolical.,91578_0.txt
Early in the afternoon he took little Oscar,91578_0.txt
"Marshall, a bright and pretty child of 3",91578_0.txt
"years, out to the barn, where he deliberately",91578_0.txt
took an ax and brutally pounded in the,91578_0.txt
child's skull.,91578_0.txt
Dr. Rhodes was summoned from Gales-,91578_0.txt
"ville, but when he came the child was beyond",91578_0.txt
human aid and soon died. Upon a,91578_0.txt
careful search of the premises Palmer was,91578_0.txt
found in an icebox. He had smeared his,91578_0.txt
face and lips with carbolic acid and made,91578_0.txt
them a horrible sight. His eyes were,91578_0.txt
.shut and he was pretending to have committed,91578_0.txt
suicide.,91578_0.txt
His pulse was felt and found to be,91578_0.txt
normal. He was stood on his feet and,91578_0.txt
""" made to walk. For some time he kept",91578_0.txt
"up his pretended stupor, but finding it",91578_0.txt
"would not work with his enraged captors,",91578_0.txt
"broke down, opened his eyes and confessed",91578_0.txt
. He admitted that his motive for,91578_0.txt
killing the child was to get even with,91578_0.txt
:. Marshall.,91578_0.txt
Without releasing the woman the miscreant,91579_0.txt
deliberately set fire to a bed and,91579_0.txt
left Mrs. Gifford to be burned. The house,91579_0.txt
"was soon in flames, and the fire attracted",91579_0.txt
"the attention of neighbors, who rescued",91579_0.txt
Mrs. Gifford just in time. In the,91579_0.txt
confusion,91579_0.txt
the robber got away. Mrs. Gif-,91579_0.txt
ford was unable to give much of a description,91579_0.txt
"of the man, but noticed that he",91579_0.txt
wore rough and untidy clothing.,91579_0.txt
A hundred men armed with rifles and,91579_0.txt
shotguns are now searching the country,91579_0.txt
"for the fiend, and a lynching is almost",91579_0.txt
certain if he is caught. Sheriff Brisbin,91579_0.txt
and a small posse left Whatcom at,91579_0.txt
for the scene of the crime. noon,91579_0.txt
Mrs. Gifford's home is directly opposite,91579_0.txt
the Wilson grocery. She says it was,91579_0.txt
"about 10 o'clock when a masked man,",91579_0.txt
whose description corresponds to that,91579_0.txt
"given by Wilson, opened the front door",91579_0.txt
and seized her. The robber bound and,91579_0.txt
gagged her and after a short search,91579_0.txt
found$ 300 in cash which she had in,91579_0.txt
House. the,91579_0.txt
John Wilson was alone in his grocery,91579_0.txt
"about 9:30 o'clock, when the place was",91579_0.txt
"entered By a masked man, roughly dressed",91579_0.txt
. Wilson was compelled to throw up,91579_0.txt
his hands at the point of a revolver and,91579_0.txt
"forced into a back room of the store,",91579_0.txt
the door of which was locked upon him.,91579_0.txt
"The robber then rifled the till and safe,",91579_0.txt
"securing about$ 80, and quickly departed.",91579_0.txt
Wilson remained locked in the back room,91579_0.txt
about,91579_0.txt
"ten minutes, when his",91579_0.txt
returned and released him. assistant,91579_0.txt
Wilson's grocery store was held up and,91579_0.txt
"robbed, the home of Mrs. Mary Gifford",91579_0.txt
"was entered, Mrs. Gifford was beaten,",91579_0.txt
"bound and gagged, the house was robbed",91579_0.txt
of$ 300 in cash and then set on fire.,91579_0.txt
The hour fixed by Wilson as the time of,91579_0.txt
the robbery of the grocery store is a,91579_0.txt
little earlier than the tíme at which Mrs.,91579_0.txt
"Gifford was robbed, So that the two",91579_0.txt
crimes may easily have been the,91579_0.txt
of the same man. work,91579_0.txt
"SEATTLE, July 9.- A masked desperado",91579_0.txt
"invaded the little town of Ferndale,",91579_0.txt
"miles north of Whatcom, this morning ten.",91579_0.txt
Special Dispatch to The Call.,91579_0.txt
Armed Men Intent on,91579_0.txt
Seek,91579_0.txt
Lynching Miscreant.,91579_0.txt
Woman Is Rescued,91579_0.txt
Residence. ing,91579_0.txt
From Her Flam-,91579_0.txt
Victim.,91579_0.txt
to Burn His,91579_0.txt
Masked Outlaw Tries,91579_0.txt
ROBBER,91579_0.txt
ATTEMPTS MURDER,91579_0.txt
"Shelbyville from Lebanon,",91580_0.txt
art at,91580_0.txt
came,91580_0.txt
the time,91580_0.txt
to,91580_0.txt
of his death was,91580_0.txt
employed as a printer on the Shelby Sentinel,91580_0.txt
. The details of his death are not,91580_0.txt
"accurately known, but it is conceded to",91580_0.txt
be a fact Fields and Garnett were,91580_0.txt
his murderers that.,91580_0.txt
"SHELBYVILLE, Ky., Oct. 2.- Jim",91580_0.txt
"Fields, aged 16 years, and Clarence Gar-",91580_0.txt
"nett, aged 18, both colored, were lynched",91580_0.txt
here at 2 o'clock this morning for the alleged,91580_0.txt
"murder of Willie Hart, a printer,",91580_0.txt
who was stoned to death on the night of,91580_0.txt
"Saturday, September 21 last.",91580_0.txt
The negroes were taken from the jail,91580_0.txt
and swung from the Chesapeake and Ohio,91580_0.txt
Railroad trestle just beyond the depot and,91580_0.txt
within 500 yards of the jail. The mob's,91580_0.txt
work was done quietly and quickly.,91580_0.txt
About 1:30 o'clock this morning the mob,91580_0.txt
appeared at the jail and demanded the,91580_0.txt
"keys, but the jailer refused to surrender",91580_0.txt
The doors were then battered down.,91580_0.txt
the prisoners were removed and a few,91580_0.txt
minutes were hanging from the trestle,91580_0.txt
. later,91580_0.txt
Alleged Murderers Are,91580_0.txt
From Trestle,91580_0.txt
Swung in Kentucky.,91580_0.txt
BOYS NEGRO,91580_0.txt
MOB LYNCHES,91580_0.txt
"17. Josh Anderson, white wife murderer,",91581_0.txt
"lynched at Owensboro, Ky. William",91581_0.txt
"Odey, negro. burned at the by a",91581_0.txt
"mob at Clayton, Miss. stake",91581_0.txt
24. Two negro murderers of Chief of Police,91581_1.txt
"Wilmot lynched at Womelsdorf,",91581_1.txt
W..,91581_1.txt
29. Several Va,91581_1.txt
"13. County Jail at Butler, Pa., damaged",91581_2.txt
by mob in vain attempt to lynch,91581_2.txt
"Bennett, Jerry",91581_2.txt
With a gravity fitting the event it was announced in,91582_0.txt
reference to a recent lynching of a negro by a Spring-,91582_0.txt
field mob that the lynchers were in particularly good,91582_0.txt
"humor, orderly and gay to the limit of jest and joke",91582_0.txt
during their hideous work. Is it possible to conceive of,91582_0.txt
a sterner arraignment of a community than this brutally,91582_0.txt
frank recital of an appalling crime that should be for-,91582_0.txt
even to imagination in a people bound by the crudest,91582_0.txt
eign laws of civilization?,91582_0.txt
"BASIN, Wyo., April 28.- Daniel Lee",91583_0.txt
"Morse, who was accused of having been",91583_0.txt
a leader of the mob that lynched Murderers,91583_0.txt
Walters and Gorman and killed,91583_0.txt
"Officer C. E. Price last July, was dis",91583_0.txt
charged to- day for lack of evidence,91583_0.txt
after the examination of witnesses for,91583_0.txt
the It believed,91583_0.txt
prosecution is the case,91583_0.txt
will be nolled..,91583_0.txt
Alleged Lyncher Is Discharged.,91583_0.txt
"SAN DIEGO, July 10.- The Sheriff's",91584_0.txt
office in this city to- day received a telegram,91584_0.txt
"from Archie Priest, the constable",91584_0.txt
"at Imperial, saying:",91584_0.txt
""" Man murdered here to- day noon.",91584_0.txt
Murderer caught. Lynching threatened.,91584_0.txt
"Wire instructions.""",91584_0.txt
The Sheriff in reply telegraphed:,91584_0.txt
""" Will be down on first train. Hold the",91584_0.txt
"prisoner.""",91584_0.txt
Coroner Morgan in this city received,91584_0.txt
a telegram from a physician in Imperial,91584_0.txt
saying that a murder had been,91584_0.txt
committed and urging the Coroner to,91584_0.txt
come Nothing further about the affair,91584_0.txt
has. been learned here.,91584_0.txt
Sheriff's Office Receives Report,91584_0.txt
of Murder and,91584_0.txt
of Lynching at Imperial Threat,91584_0.txt
MOB A STIRS,91584_0.txt
GRIM TRAGEDY,91584_0.txt
"BROWNSVILLE, Tenn., April 29.-",91585_0.txt
"Tom Searcy, a negro, was lynched today",91585_0.txt
in a remote part of Haywood,91585_0.txt
County. Searcy made an attack on,91585_0.txt
"the 9- year- daughter of James Lee,",91585_0.txt
a farmer. old,91585_0.txt
Mob Lynches a Negro.,91585_0.txt
"NEW ORLEANS, Dec. 27."" Jim""",91586_0.txt
"Carr, the negro who killed Deputy",91586_0.txt
"Marshal Cobb at Saucier, in Hancock",91586_0.txt
"County, Miss., yesterday, was lynched",91586_0.txt
by a mob at Millview last night.,91586_0.txt
Carr was disturbing the peace. When,91586_0.txt
the officer attempted to arrest him,91586_0.txt
"Carr shot Cobb, killing him instantly.",91586_0.txt
The Marshal of Saucier returned the,91586_0.txt
"fire, wounding the negro, who was then",91586_0.txt
locked up in the town jail.,91586_0.txt
"An attempt was made to lynch him,",91586_0.txt
but was prevented by the Marshal.,91586_0.txt
As it was feared that the mob would,91586_0.txt
"return, the Marshal hurried the prisoner",91586_0.txt
"away in the night, intending to",91586_0.txt
take him to the County Jail at Me-,91586_0.txt
"Henry, which is safe against attacks,",91586_0.txt
but he was waylaid in the pine woods,91586_0.txt
by the mob and the prisoner was,91586_0.txt
from him and hanged. taken,91586_0.txt
Dispatch Call. Special to The,91586_0.txt
Taken From Officer While De-,91586_0.txt
ing Barried Away at,91586_0.txt
From Scene of His Crime Night,91586_0.txt
HANGED CARR IS JIM,91586_0.txt
Marshal of Mississippi Town,91586_0.txt
Fails Attempt to Save,91586_0.txt
Life of in a Negro Murderer,91586_0.txt
COBB'S SLAYER,91586_0.txt
MOB LYNCHES,91586_0.txt
Convicted Lynchers Are Pardoned.,91587_0.txt
"MONTGOMERY, Ala., June 8.- Governor",91587_0.txt
Jelks to- day pardoned three of the four,91587_0.txt
white men convicted of lynching Robin,91587_0.txt
"White, a negro, and sentenced to",91587_0.txt
years in the penitentiary. ten,91587_0.txt
Mob Gathers for Lynching.,91587_1.txt
"HARRIMAN, Tenn., June 8.- The wife",91587_1.txt
"of John Bailey, a farmer, was found dead",91587_1.txt
"at her home to- day. George Robert, aged",91587_1.txt
"14, a colored servant, is suspected, and tonight",91587_1.txt
"a crowd has gathered, bent",91587_1.txt
lynching him. upon,91587_1.txt
LYNCHING PREVENT BEE A,91587_2.txt
MISSISSIPPI MILITIAMEN,91587_2.txt
Jail.,91587_2.txt
Negro Prisoner Out of,91587_2.txt
Futile Attempt Is Made to Take a,91587_2.txt
"HATTIESBURG, Miss., June 8.- An attempt",91587_2.txt
was made by a mob late last night,91587_2.txt
to attack the county jail here to secure,91587_2.txt
"Walter Blankhead, a negro charged with",91587_2.txt
having attacked a white woman living,91587_2.txt
near Hattiesburg. A company of militia,91587_2.txt
Governor Longino reordered,91587_2.txt
out by,91587_2.txt
pused the mob. Further trouble being,91587_2.txt
"feared, additional troops have been dispatched",91587_2.txt
to relieve militia now on duty,91587_2.txt
there. the,91587_2.txt
"ROYSTON, Ga., Sept. 18.- John",91588_0.txt
"Ware, a negro, was lynched in Franklin",91588_0.txt
County for having fatally shot C.,91588_0.txt
Y. Daniel a son of George Daniel of,91588_0.txt
",",91588_0.txt
"Danielsville, to- day.",91588_0.txt
Young Daniels and the negro had,91588_0.txt
some words over a trivial matter. It is,91588_0.txt
"said the negro, becoming greatly enraged",91588_0.txt
and swearing that no white man,91588_0.txt
"could"" run over"" him, drew a pistol",91588_0.txt
and shot Daniel.,91588_0.txt
The news of the shooting quickly,91588_0.txt
"spread and a crowd began gathering,",91588_0.txt
many leaving church to join in the,91588_0.txt
search for the negro. Ware was cap-,91588_0.txt
"Itured early in the afternoon, and, while",91588_0.txt
being hurried to Carnesville by the,91588_0.txt
"Sheriff, was overtaken by the mob.",91588_0.txt
He taken from the Sheriff and,91588_0.txt
hanged was to a tree.,91588_0.txt
Takes Colored Prisoner From the,91588_0.txt
Sheriff and Hangs,91588_0.txt
to a Tree. Him,91588_0.txt
NEGRO FOR A SHOOTING,91588_0.txt
GEORGIA MOB LYNCHES,91588_0.txt
HANGED TO A TREE.,91589_0.txt
tucky Mob.,91589_0.txt
4 Negro Murderer Lynched by a Ken-,91589_0.txt
"NEW RICHMOND, KY., Aug. 21.- Immediately",91589_0.txt
"after Anderson, a negro, who",91589_0.txt
choked Franklin Friedman to death last,91589_0.txt
"night, was captured and taken to the city",91589_0.txt
"jail this morning, shouts of"" hang him,""",91589_0.txt
aroused the community. By 3 o'clock the,91589_0.txt
mob had quieted down and the marshal,91589_0.txt
tried to take the prisoner to the county jail,91589_0.txt
at Batavia. A deputy sheriff arrived and,91589_0.txt
an attempt was made to remove Anderson,91589_0.txt
before daylight. At 4 A. M. he was quietly,91589_0.txt
taken from jail.,91589_0.txt
The mob wrested Anderson from the,91589_0.txt
"officers, dragging him a square away and",91589_0.txt
hanged him to a tree. The officers made,91589_0.txt
"all possible resistance, but were overpowered",91589_0.txt
", as they thought the",91589_0.txt
had partly died out. excitement,91589_0.txt
MOB. OF VENGEANCE A,91590_0.txt
"John Frey, a New Or-",91590_0.txt
"leans Hoodlum, Given",91590_0.txt
Lynch Law.,91590_0.txt
ROWDIES FIRE A HOUSE.,91590_0.txt
They Threaten to Murder the,91590_0.txt
Old Colored Woman Who,91590_0.txt
Lived There.,91590_0.txt
THREE ARE UNDER ARREST.,91590_0.txt
A Second Assault on an Old Man,91590_0.txt
Arouses Public,91590_0.txt
to Mob Violence Indignation.,91590_0.txt
"NEW ORLEANS, LA., June 24.- Lawlessness",91590_0.txt
"reigned supreme in Gretna, a suburb",91590_0.txt
